Date/Time,THERMAL ZONE 1 THERMAL ZONE:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE 2 THERMAL ZONE:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE 3 THERMAL ZONE:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE 4 THERMAL ZONE:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE 5 THERMAL ZONE:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE 6 THERMAL ZONE:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE 1 THERMAL ZONE:AFN Zone Infiltration Air Change Rate [ach](Hourly),THERMAL ZONE 2 THERMAL ZONE:AFN Zone Infiltration Air Change Rate [ach](Hourly),THERMAL ZONE 3 THERMAL ZONE:AFN Zone Infiltration Air Change Rate [ach](Hourly),THERMAL ZONE 4 THERMAL ZONE:AFN Zone Infiltration Air Change Rate [ach](Hourly),THERMAL ZONE 5 THERMAL ZONE:AFN Zone Infiltration Air Change Rate [ach](Hourly),THERMAL ZONE 6 THERMAL ZONE:AFN Zone Infiltration Air Change Rate [ach](Hourly),Whole Building:Facility Total HVAC Electric Demand Power [W](Hourly),CV ELEC RHT COIL:Heating Coil Electric Energy [J](Hourly),CV ELEC RHT COIL 1:Heating Coil Electric Energy [J](Hourly),CV ELEC RHT COIL 2:Heating Coil Electric Energy [J](Hourly),CV ELEC RHT COIL 3:Heating Coil Electric Energy [J](Hourly),CV ELEC RHT COIL 4:Heating Coil Electric Energy [J](Hourly),CV ELEC RHT COIL 5:Heating Coil Electric Energy [J](Hourly),COIL COOLING WATER 1:Cooling Coil Total Cooling Energy [J](Hourly),COIL COOLING WATER 2:Cooling Coil Total Cooling Energy [J](Hourly),COIL COOLING WATER 3:Cooling Coil Total Cooling Energy [J](Hourly),COIL COOLING WATER 4:Cooling Coil Total Cooling Energy [J](Hourly),COIL COOLING WATER 5:Cooling Coil Total Cooling Energy [J](Hourly),COIL COOLING WATER 6:Cooling Coil Total Cooling Energy [J](Hourly),FAN VARIABLE VOLUME 1:Fan Electric Energy [J](Hourly),FAN VARIABLE VOLUME 2:Fan Electric Energy [J](Hourly),FAN VARIABLE VOLUME 3:Fan Electric Energy [J](Hourly),FAN VARIABLE VOLUME 4:Fan Electric Energy [J](Hourly),FAN VARIABLE VOLUME 5:Fan Electric Energy [J](Hourly),FAN VARIABLE VOLUME 6:Fan Electric Energy [J](Hourly),CHILLER - WATER COOLED:Chiller Electric Energy [J](Hourly),PUMP VARIABLE SPEED 1:Pump Electric Energy [J](Hourly) 
 03/06  20:00:00,18.180018570276674,18.180027002329518,18.957195753304167,19.790268312392365,18.180009391236113,18.18000334634788,0.23686088195016054,0.2186053585232623,0.0,0.0,0.14092049407806768,0.22094190360175335,53853.62571561631,42036033.118309129,20355675.33674465,0.0,0.0,23395231.65760121,10522053.716832737,79225725.12868555,28884651.149096624,8428572.578637256,6452347.070074214,51206525.99009769,49566920.05459574,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350723,1779524.249323953 
 03/06  21:00:00,18.180030192183673,18.18006111943488,18.863543671546084,19.574958224144305,18.180020464911196,18.18000987915963,0.3029211353780993,0.2807864787750721,0.0,0.0,0.18096970494736709,0.27117657158745797,59679.7765024861,48428815.22576609,23574247.59333799,0.0,0.0,28362596.602942423,16993483.946165038,77100830.14563991,24987689.654047826,6473502.793740923,5933498.794704264,49939598.356169547,48311275.50233445,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.983507249,1703517.5433314215 
 03/06  22:00:00,18.18002851311194,18.180029127626236,18.765179155968359,19.37364730360953,18.180019644452935,18.180010722584365,0.2704920699004502,0.2499057465868339,0.0,0.0,0.160880807712326,0.28854773634129546,64103.66656707493,53505826.78290431,25843805.14541348,0.0,0.0,31600184.321870559,22462567.04001896,73643149.17336606,18657386.20220688,3298146.477238525,5180966.973010182,47877842.34912025,46267216.78920963,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350723,1576281.8538554144 
 03/06  23:00:00,16.291999650455133,16.149586352871287,16.839374665447264,19.1926716032308,15.604509414797331,16.021944840694745,0.23680295878137309,0.21930416994704966,0.0,0.0,0.14438672680948676,0.25299890569855945,22937.966342438474,0.0,0.0,0.0,0.0,0.0,0.0,48986545.01143903,7405002.62732093,290179.83650177609,4334501.117465756,27065861.122757585,29041689.278342468,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,52379971.853181619,1010335.4656971566 
 03/06  24:00:00,15.492504414834955,15.395361846021624,15.65304422165957,18.953626097229646,14.640122607557633,14.938079566067108,0.26276979512372719,0.23120424139713478,0.0,0.0,0.15356173068239538,0.4240363344861927,18114.686194795177,0.0,0.0,0.0,0.0,0.0,0.0,36232513.898662779,980262.2686786568,0.0,3713823.5460608939,17429511.85202707,19039737.023448368,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,35326459.973229449,700038.8141334296 
 03/07  01:00:00,15.217550899606124,14.870982469817406,14.95546748901457,18.648240933622654,14.350112525641018,14.469882295843935,0.27603323677837207,0.24737507796354375,0.0,0.0,0.1627206274650101,0.43283373483214629,16225.521985728124,0.0,0.0,0.0,0.0,207090.9695959536,0.0,30897002.275955477,0.0,0.0,3140182.361757729,13934061.76379486,14248045.201487935,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,28442284.24539253,576132.4197330015 
 03/07  02:00:00,14.994225641655579,14.281156723403054,14.323240218591418,18.33749101633039,14.260000098695353,14.30290774125697,0.2602919937589921,0.244860278604831,0.0,0.0,0.15835622501305308,0.2783952443751051,17153.023502327378,0.0,3725875.693344485,1301308.130840836,0.0,3017606.7875341388,804885.4943918599,25490162.644066369,0.0,0.0,2436529.7433426899,11493500.007528704,11326248.307215944,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,23232823.661362024,482013.3270054728 
 03/07  03:00:00,14.773853894914908,14.260013831734966,14.260006036110119,18.06366470603479,14.260000755720239,14.260000860849914,0.2964085618510945,0.27757157228068188,0.0,0.0,0.17930539996829904,0.41204685638506968,21862.684864292965,0.0,10214274.03070562,4667046.6786297,0.0,5943236.828268937,8535182.251395205,21051851.696485618,0.0,0.0,1916294.8745942233,10348111.618872218,9833897.409621284,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,19741375.45937381,418178.7491816517 
 03/07  04:00:00,14.571146169998054,14.26002092729004,14.09150011539345,17.839553141232277,14.260001680281392,14.260002097991896,0.30737911060993036,0.2873100748829135,0.0,0.0,0.18550255959453827,0.5121758111456102,25381.990124373646,0.0,15793122.839712382,5958590.308784456,0.0,8125762.17322404,15489015.643007167,16667834.929568064,0.0,0.0,1413538.4647917194,9159038.886969202,8655156.42295019,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,16467162.499121435,355139.4699958833 
 03/07  05:00:00,14.426490212473884,14.26000317056418,13.62680497843716,17.659703480840258,14.259999615178894,14.259998971583045,0.3044041887386988,0.2833842335992209,0.0,0.0,0.1830311408288182,0.5073208954165343,27569.30229099289,0.0,21073362.194672884,5961534.261885291,0.0,9888129.721687222,19398578.895262425,12967719.719230179,0.0,0.0,928811.8266782519,7935125.3815969009,7442004.523293624,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,13445993.665025633,295517.9951412055 
 03/07  06:00:00,14.278795572108328,14.260032095749788,13.252513578656562,17.508778159661966,14.26000040462192,14.260000808209402,0.3169287559020246,0.26269450983182165,0.0,0.0,0.1697819958187636,0.5749617489549813,29661.432704699233,386008.0748592076,24325182.414033899,5961534.261885291,0.0,10869823.196888483,24665580.55501374,9873075.999913034,0.0,0.0,590893.4637168053,7136693.499013227,6650798.306930266,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,11137883.237233637,248774.48310322994 
 03/07  07:00:00,14.260000472063175,14.260014562157143,12.907068842033472,17.37914092523182,14.259999984781896,14.259999729370904,0.2907018421045935,0.24278630472816074,0.0,0.0,0.15684729102430856,0.5293320688457812,30978.998548292915,1792111.3736812452,27465762.680493438,5961534.261885291,0.0,11684982.990688658,25723574.51666179,8259388.954270579,0.0,0.0,263942.98215918688,6330095.3610406699,5851169.652406752,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,9495316.206338592,214741.23020571786 
 03/07  08:00:00,15.377879115323623,14.260016132507318,12.645849078351372,17.275495659352108,14.259998614610913,14.535039071442199,0.3083152126221018,0.2933339358964686,0.0,0.0,0.18959556939778328,0.5256062427583714,26206.671768278342,114158.52510626294,29303521.605806617,5961534.261885291,0.0,12085249.270867141,3205655.514047505,19218177.119680536,0.0,0.0,70838.26201278824,5912856.615854556,7117665.296027306,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,14170747.01055448,316780.6636349924 
 03/07  09:00:00,18.109932742328735,16.729112347037466,14.331669111518475,17.365594760913237,17.31428681096432,18.06408464063329,0.40914108970501869,0.38801431399023669,0.0,0.0,0.24841416595044953,0.682545502505658,73171.78221427367,32212650.858492145,57590088.53284986,5961534.261885291,147299.11466093624,57097045.76528065,29723488.481680007,52849560.21370986,0.0,0.0,373761.23689376216,28779056.056708814,33389338.903440015,9833427.516610189,4561823.570410369,1586868.1485596377,750477.7605017049,6323558.622847754,6130215.8949700989,50525170.097166057,974767.3454704953 
 03/07  10:00:00,18.18000114348524,18.166938209602678,15.979637545201613,17.67197205203628,18.179990400335588,18.7573580893775,0.4621715373897751,0.4245188026121678,0.0,0.0,0.2742322987780518,0.4969357273868912,56786.87520855943,12013723.19650695,47548532.08459494,5961534.261885291,147299.11466093624,45574672.48119033,302430.524180197,58233164.28091727,0.0,0.0,1304606.581732516,38682069.02420851,40877281.97152414,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,62550532.39818293,1147655.1757126372 
 03/07  11:00:00,18.180006676897059,18.180044874519134,17.32540769613587,18.06712321470317,18.1800046289588,19.52415171019273,0.4752175632169006,0.43681631541577528,0.0,0.0,0.2821091809127029,0.4050603706741202,55836.383871295184,25003435.1485518,33442447.558550568,5961534.261885291,110474.33599570219,39432117.84931979,0.0,62987337.568799119,537887.4504082173,0.0,2410787.650611806,41520841.569896209,49853472.31962176,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.983507249,1276438.2849524923 
 03/07  12:00:00,18.18001540835812,18.180051782237024,18.1510937071683,18.420986271737087,18.180014038029936,18.470283010513595,0.41459355612067957,0.38394937571577289,0.0,0.0,0.24777933783014,0.5596543712199498,53800.10982302031,36387284.13438298,25408705.376534255,2848771.5127018785,0.0,31874861.1043252,0.0,67794322.93524781,7868230.744451743,11760.345070762409,3505980.379033662,44390391.50785421,45242706.65485102,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350724,1376238.737521817 
 03/07  13:00:00,18.180014207090417,18.180031177380898,18.22260279514642,18.669839760156444,18.180014286161357,18.27658664966979,0.3612732383088072,0.3360197780724603,0.0,0.0,0.216663227663992,0.5915045761937444,48179.68665904524,30190056.05646033,20004175.035199409,0.0,0.0,25987586.403326613,0.0,71119617.15743032,13974303.27465588,944299.829505972,4268721.959420811,46374850.893583599,45478592.91017847,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350723,1480519.980169503 
 03/07  14:00:00,18.18000549860298,18.179999191094976,18.348401287074919,18.842952279369166,18.180003841757043,18.18228839164952,0.36686956288644698,0.3419116654745205,0.0,0.0,0.22059991623884465,0.6002874142775996,44755.82636914776,23643530.632971009,16894524.756728457,0.0,0.0,22657413.29212866,558577.9291351219,73874679.51624078,19028149.698549179,3480179.9578189568,4877824.67922436,48018405.14676994,46429855.65012887,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350723,1582393.8205616945 
 03/07  15:00:00,18.17999768868783,18.179973021879247,18.461076047779377,18.98237730231194,18.179991626045088,18.312434689804897,0.3184942065401693,0.2969740931614184,0.0,0.0,0.19197221978352825,0.519129517296141,40277.92062590286,15233286.786071178,14629984.22214828,0.0,0.0,17639140.947974888,0.0,77299308.52924526,25284844.494140485,6616882.724485442,5584714.333782524,50060614.28846243,49292898.10721964,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350723,1713567.799648951 
 03/07  16:00:00,18.179998509924656,18.179998469955434,18.55031216180021,19.11085092839565,18.19108235313991,18.644267146836389,0.2675602657165756,0.24294617300191208,0.0,0.0,0.15739127171985199,0.36913940186131369,34734.25929479651,10316555.711150643,12408980.886890205,0.0,0.0,4752032.820746619,0.0,78730771.53335873,27859232.780631816,7905285.232429181,5919298.168886045,50959788.02717831,52576217.741828877,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350723,1781229.5450729924 
 03/07  17:00:00,18.17999922281149,18.17999955904042,18.632945218356377,19.269240733186544,18.727931379123498,18.787592503412868,0.2539691079647266,0.22935156440580108,0.0,0.0,0.14578013936008878,0.3739459749408274,31810.08633369198,11136062.667086788,5731195.162487218,0.0,0.0,0.0,0.0,80172775.45494032,30464729.416267519,9210882.519692008,6275847.176151261,55663764.93378433,54481043.72955507,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350724,1864518.474310126 
 03/07  18:00:00,18.17999793035443,18.1799985516582,18.709699379263954,19.45464925260161,18.515455992488549,18.582567027187208,0.2597929837070268,0.24015374534089943,0.0,0.0,0.1535667484978973,0.23704996160768894,35474.21140576426,22900628.69422347,6495357.306903963,0.0,0.0,658215.9188485335,0.0,80710896.8767887,31409908.338775778,9682811.766344609,6486507.3186183399,54901141.4749137,53588761.47321145,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350724,1868424.643368361 
 03/07  19:00:00,18.18000372736184,18.180015148731557,18.741538612344124,19.474128583921194,18.179997557301105,18.184769936504563,0.22947656355157107,0.2117099653670965,0.0,0.0,0.13707969803390566,0.23896768028923275,49126.44666533807,39040166.415483999,15901494.726921529,0.0,0.0,15863248.400650869,8509856.14022688,78619118.9858039,27533363.64019456,7735975.468191558,6124585.011394998,50850877.980311688,49280184.96278753,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350724,1755907.8145267796 
 03/07  20:00:00,18.18002005689231,18.180052777190619,18.697475572051127,19.351278584136627,18.180008850575683,18.180005281288677,0.20597599000126397,0.17188436510467407,0.0,0.0,0.11102076901579639,0.3681416289253331,59970.44174341749,48125955.22549092,22743739.369826795,0.0,0.0,27478790.041653284,20078488.39265605,76576055.55481896,23762198.004639865,5843643.895288768,5677627.613341715,49633203.863187219,48004721.30029999,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350723,1682082.7492688979 
 03/07  21:00:00,18.18002990283361,18.180051342044935,18.61312361919051,19.175494525654128,18.18001854463668,18.18001035014679,0.19588248484833785,0.16487367677417914,0.0,0.0,0.10608708779962266,0.3517051974192855,63823.893683582566,52047792.13466353,25007524.987607618,0.0,0.0,30935426.466771328,24386860.453871319,74460278.3842906,19877586.807771885,3895489.721926761,5184582.8720163679,48372213.736843157,46753080.35959561,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350723,1603878.7205764009 
 03/07  22:00:00,18.180039033430075,18.1800683321813,18.53319358386877,19.018487793913214,18.18002756913416,18.180015841292489,0.20750639799167454,0.1934106928582459,0.0,0.0,0.1243595651487169,0.344716955515377,66428.60985021209,54952172.777838777,26585651.699739469,0.0,0.0,33134299.78364599,27131115.716685099,73175449.58988714,17525026.70946656,2715717.9199270897,4853687.061022793,47606533.865196678,45993313.01430434,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350723,1555220.9854472203 
 03/07  23:00:00,16.298133475883554,16.155647781450729,16.675153605052949,18.88673471567082,15.560979714432268,15.897573920188038,0.16166158857966818,0.10826109011053628,0.0,0.0,0.0732834859012842,0.3206044848302097,23847.16959566607,0.0,0.0,0.0,0.0,0.0,0.0,51113557.44943513,11081327.516390389,1412176.769489781,4513385.7722673439,27977658.383941104,29390107.018832599,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,55583076.83610188,1080362.194396253 
 03/07  24:00:00,15.608527443000787,15.502884003630049,15.84548022068561,18.704353363950056,14.653224938089754,15.011346228235912,0.11653424752590333,0.06595697842642115,0.0,0.0,0.05063509173069736,0.1831852799942627,19800.00708498193,0.0,0.0,0.0,0.0,0.0,0.0,40269878.36968163,6091820.310326209,18406.204078016515,4053188.1770751324,19150526.609897868,21068171.56290623,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,41280067.83397243,813586.1580627955 
 03/08  01:00:00,15.41973667050292,15.26413444565637,15.342895040012469,18.443215965939506,14.398892659831882,14.736781184730017,0.12846994603095003,0.11137301480167357,0.0,0.0,0.07847928415587388,0.2123657459877409,18173.470289314988,0.0,0.0,0.0,0.0,0.0,0.0,36697236.2491991,3124494.502286596,0.0,3645642.5215220379,16375094.539019708,18291774.221278144,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,35527223.1204792,710898.4071550116 
 03/08  02:00:00,15.26801608555156,15.090093875419428,14.88087202133693,18.18401155201905,14.26568778429978,14.479193266142968,0.13988357557879903,0.1230229211039405,0.0,0.0,0.08525730196156459,0.20022656905998738,17011.885783559774,0.0,0.0,0.0,0.0,852149.9130811052,0.0,33566958.87162193,493881.3336643751,0.0,3239254.702665096,14509979.94818528,15526935.54668202,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,30585572.92634528,618694.4674890558 
 03/08  03:00:00,15.179931359889352,14.917417765994884,14.549400535601583,17.961686712902254,14.260000162058424,14.363973689895005,0.11699027837573006,0.08658011898408927,0.0,0.0,0.06198208876246798,0.1833385475439317,16936.828897475243,0.0,0.0,0.0,0.0,2305167.577772275,121934.89708863214,31926583.750383315,0.0,0.0,2993663.5804819937,14100784.876802506,14371006.460220222,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,28773369.758114909,585740.2840353097 
 03/08  04:00:00,15.113843610994512,14.640088072666126,14.306238828978744,17.78096829906673,14.259998301938897,14.259999627568885,0.10058660176457372,0.03653219893347558,0.0,0.0,0.02601130415139196,0.16626615712818394,17082.145357592053,0.0,0.0,952444.69145152,0.0,3187374.892056941,1187393.5431338656,29647872.177598634,0.0,0.0,2598542.191816028,13177490.316818633,12637848.861595288,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,26439770.68260074,542367.964188558 
 03/08  05:00:00,15.013466527873357,14.261769620713377,14.260005843779041,17.63290735674854,14.259999162029795,14.259999803042897,0.10624980287570815,0.06712334059395586,0.0,0.0,0.042229847402452658,0.0654263875489811,17992.659373075847,0.0,1676094.9817046177,2952754.3542127187,0.0,4562318.503103468,1566222.208699157,27086598.449617056,0.0,0.0,2252796.508345373,12345397.025375694,11813062.127540643,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,24324594.74148795,505217.43996538236 
 03/08  06:00:00,14.925952495232684,14.260003642981536,14.259740096681304,17.512090743833537,14.25999990402112,14.25999983366258,0.11294313633319417,0.07548011334327061,0.0,0.0,0.0484371402988417,0.08493547598240774,19885.105177336925,0.0,5488945.928615132,4754649.184542838,0.0,5643269.406418013,3680578.4485316218,24669707.715397199,0.0,0.0,1919306.136996022,11502418.274977699,10977481.741927905,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,22364192.54212976,468371.6142758311 
 03/08  07:00:00,14.836423980765983,14.260019558557783,14.213433561138136,17.413617403756868,14.260001508391796,14.260001150914741,0.1178232614760936,0.05773192287130922,0.0,0.0,0.03703165769477348,0.1254914303521689,21360.501344287964,0.0,8425512.190207513,5961534.261885291,0.0,6307105.897739635,6136811.096006697,22341778.785433346,0.0,0.0,1625498.426334513,10739005.434342213,10220856.264335629,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,20446961.279087109,433508.60061066286 
 03/08  08:00:00,15.603814588242188,14.260001736283864,14.162762742230783,17.338317506705413,14.260000525758923,14.761338927264845,0.1260903383953651,0.038868678744138417,0.0,0.0,0.02522354851991803,0.14846411479944014,20292.508209919084,0.0,7224617.947924558,5961534.261885291,0.0,4869300.790224185,374737.66407248275,30197520.175252905,0.0,0.0,1577024.9385595225,10739014.515197516,13401706.83890386,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,24913941.371210535,522526.0064919101 
 03/08  09:00:00,18.16172941533548,17.743584965422256,16.21542354458905,17.444414758699815,17.58216886009936,18.35402383674009,0.14352639273427265,0.1082328409589983,0.0,0.0,0.0674017136127871,0.19146157100403234,60754.68978354686,16932043.881849167,40742434.48825101,5961534.261885291,147299.11466093624,50125654.65471138,12813190.704164394,63051826.10734747,1528142.2459724525,0.0,2170591.9373454849,36752470.84643875,40997621.31145965,9833427.516610189,4561823.570410369,1586868.1485596377,750477.7605017049,6323558.622847754,6130215.8949700989,61619098.42091999,1189256.1804267914 
 03/08  10:00:00,18.791691553602214,18.17973986073205,18.075860699356569,17.778203044378544,18.179882444234808,19.674248224992863,0.1235329305980069,0.08801427201745657,0.0,0.0,0.05836539602131038,0.42382015584406737,44668.713288530314,0.0,25837137.343641715,3232909.0404708555,147299.11466093624,34097688.75798422,0.0,79043934.90787703,15795805.768266164,2332885.495354209,3890407.9068972689,47042753.697504308,55969675.996791157,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350724,1707799.0845444054 
 03/08  11:00:00,18.668365153999845,18.179830667142786,18.181677414590437,18.220020245638247,18.17987474506996,20.47865759130469,0.2105328320709939,0.18930349803146827,0.0,0.0,0.12600054974807643,0.3914818883164226,41454.80993410907,0.0,21123887.68416914,444175.0839696778,58919.64586437452,28502423.16792857,0.0,87728548.03996569,33114383.82170071,10514517.878137742,5879075.7295054499,52733172.245749417,67612781.69265317,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66867559.22589214,3053979.441069039 
 03/08  12:00:00,18.19823746215799,18.179958870338426,18.287572311650878,18.649475863158377,18.179925823536864,20.662459659525248,0.2597989553550577,0.24523156178318046,0.0,0.0,0.16149423215359089,0.27307216956652005,40015.78491424862,6727610.184905671,15691945.01192264,0.0,0.0,22087490.634966379,0.0,89721811.42237264,46902031.4050869,17424519.705399503,7516489.593125369,57281184.972333598,73796918.63675472,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66798191.024166729,3565217.321433887 
 03/08  13:00:00,18.17999653507046,18.180003472427545,18.438816460554386,18.994545202094515,18.179969016762933,20.423868593068656,0.3043203252918045,0.2942203136157328,0.0,0.0,0.19183500560741827,0.34171191807655007,36792.49251203398,4120172.287195777,11071475.86852754,0.0,0.0,16558593.27588082,0.0,94188024.234665,55554858.18075041,21763621.32467661,8595971.144845462,60145381.64611225,74933586.85328302,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,68109591.95162384,3406768.146194611 
 03/08  14:00:00,18.27505277545817,18.180011267531176,18.559616806417023,19.23638629875736,18.17998862729426,20.164799176088587,0.30877488398321559,0.301287302182359,0.0,0.0,0.19552199925068967,0.49874704086105028,34431.78934782128,10069.01298935889,8686253.53545338,0.0,0.0,13809196.323564746,0.0,97269806.12511364,59350289.04157193,23667505.677770787,9128925.500806777,61410591.688462387,74298455.78939449,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,68927537.8508623,3335013.4153870504 
 03/08  15:00:00,18.613445582765498,18.180001853303105,18.676383273259714,19.400105935522814,18.180208750131439,20.142389348404053,0.32771800466873099,0.3231996021569583,0.0,0.0,0.20915943979894839,0.5368911046419805,32338.145161406348,0.0,6237105.573158812,0.0,0.0,7232933.166935326,0.0,103912651.94171252,64457301.937156077,26229705.3259539,9740885.70246145,63089319.75106683,75630952.39944875,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,70375949.28092428,3384963.0461446826 
 03/08  16:00:00,18.920937739959805,18.18072249384752,18.797858654886878,19.550672291012963,18.638638687271006,20.44521882158026,0.3448738855743278,0.34172716705050079,0.0,0.0,0.21916706429918868,0.6330598511872477,29762.767767570644,0.0,2634575.8665515065,0.0,0.0,0.0,0.0,108858834.9222801,66701003.86927158,27355018.124453997,10058313.659425315,66949508.40098149,78564965.57742304,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,71840151.02913994,3484865.553663119 
 03/08  17:00:00,18.909342109018988,18.476932103432234,18.927499089105106,19.768929867227639,19.524031584836608,20.57419023599273,0.35714775029093828,0.3292104988021155,0.0,0.0,0.2077496325963975,0.7442516794703089,29130.268508875848,0.0,0.0,0.0,0.0,0.0,0.0,108311236.76960911,66145319.96365976,26805711.932908976,10084463.605117614,73461517.08391375,79254682.8246736,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,72073060.48090646,3609534.637146836 
 03/08  18:00:00,18.55647448275247,18.707999354581543,19.049732148763373,20.02495365747332,19.456614130505206,20.217174917587195,0.36892360520057296,0.35220348006380267,0.0,0.0,0.22388752400216348,0.6462005849839043,28819.900049239193,0.0,0.0,0.0,0.0,0.0,0.0,102990517.93761142,64063618.97004691,25494355.283816004,9988363.119138986,72542136.47095619,76047329.71439427,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,71045400.22146724,3519868.4418940979 
 03/08  19:00:00,18.18226742055979,18.236069428624515,19.11301162011821,20.103896597341028,18.458706324421035,19.327853326012464,0.31455053233828958,0.30018213521132328,0.0,0.0,0.19225646770610525,0.5596304417395023,35233.57661598461,15115823.054194171,5989528.282692111,0.0,0.0,4768116.093949519,0.0,95653046.8889629,58137101.24844235,22988969.52957796,9552680.408069365,63441453.06383971,67987639.93186389,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,68494426.80388317,3286610.068925894 
